cust_id,gender,age_group,age,nationality,segment,duration,city,district,owns_house,owns_car,marital_status,no_of_kids,profession,profession_subclass,uses_branch,uses_CDM,uses_credit_card,uses_debit_card,uses_ATM,uses_mobile_and_online_banking,income,credit_score,no_of_branch_txn,no_of_cdm_txn,no_of_atm_txn,no_of_cc_txn,no_of_dc_txn,no_of_online_txn,max_txn_cat1,max_txn_cat2,max_txn_cat3,no_of_txn_cat1,no_of_txn_cat2,no_of_txn_cat3,amt_spent_cat1,amt_spent_cat2,amt_spent_cat3,total_no_of_txn,amt_in_sav_acc,max_amt_in_sav_acc,amt_in_curr_acc,max_amt_in_curr_acc,no_of_debits_sav_acc,no_of_debits_curr_acc,no_of_yearly_txn,credit_cards,loans,insurance,accounts_and_deposits
C10054,Female,20-29,22,Ugandan,Silver,5,Mityana,Mityana,0,0,Single,1,Lawyer,Clerkship,1,0,1,0,0,0,525922,680,27,2,3,21,3,3,Groceries,Dining,Travel,30,24,15,68501,66488,36457,59,174540,283758,825498,983818,4,21,5,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'EasyEMI Card', 'All Miles Credit Card']","['education loan', 'furniture loan']","['education insurance', 'maternity insurance']","['savings account', 'term account']"
C10055,Male,20-29,25,Ugandan,Silver,9,Mukono Town,Mukono,0,1,Single,2,Lawyer,Clerkship,0,0,1,0,0,0,1299079,706,3,2,2,30,2,1,Ecommerce,Domestic Airlines,Bills,18,15,15,94095,90275,36689,40,211104,324430,659226,892284,5,28,3,"['Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['furniture loan', 'car loan']",['education insurance'],"['salary account', 'term account']"
C10056,Female,<20,17,Ugandan,Gold,4,Hoima,Hoima,0,0,Single,0,Lawyer,Law Student,0,0,1,1,0,1,29901,569,1,3,2,3,9,9,Ecommerce,Airlines,Travel,9,9,9,78171,57815,43996,27,567576,600153,1129625,1286593,3,8,2,"['Emirates BankBuddy Bank Select Titanium', 'SouthWest BankBuddy Bank Credit Card', 'Bankbuddy Women Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['student loan', 'laptop loan']","['device cover insurance', 'education insurance']","['term account', 'no minimum balance account']"
C10057,Male,30-39,36,Ugandan,Silver,1,Lira,Lira,0,0,Married,2,Lawyer,Clerkship,0,0,1,1,1,1,2553365,769,2,3,9,18,18,27,Travel,Groceries,Utilities,27,27,24,81965,69020,51576,77,58480,111808,918700,945448,10,16,8,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'All Miles Credit Card']","['home loan', 'car loan']","['device cover insurance', 'maternity insurance']","['salary account', 'securities account']"
C10058,Female,<20,18,Ugandan,Wealth,10,Mbarara,Mbarara,0,0,Single,0,Lawyer,Law Student,0,0,0,0,0,0,34731,515,1,3,1,1,2,3,Entertainment,Airlines,Domestic Airlines,12,12,12,84287,66595,31144,11,1187050,1563264,1280354,3205027,5,5,0,"['Diners Club Premium Credit Card', 'Diners Club Rewardz Credit Card', 'Diners ClubMiles Credit Card']","['student loan', 'education loan']","['travel insurance', 'device cover insurance']","['savings account', 'term account']"
C10059,Male,50-59,57,Ugandan,Silver,12,Masindi,Masindi,0,0,Divorced,2,Lawyer,Junior Partner,0,0,1,0,0,0,2862232,691,2,2,1,18,3,1,Entertainment,Dining,Home,21,12,12,89235,85161,34198,27,462757,472046,256983,693180,5,11,2,"['Best Price Save Smart Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'travel insurance']","['savings account', 'salary account', 'securities account']"
C10060,Female,30-39,34,Ugandan,Gold,0,Nansana,Wakiso,1,1,Married,0,Lawyer,Internship Legal Officer,0,0,1,0,0,0,2290957,768,3,3,1,30,3,2,International Airlines,Groceries,Home,21,18,18,123812,120983,98321,42,1210990,1216889,1450898,1455459,8,10,3,"['Total BankBuddy Bank Credit Card', 'SouthWest BankBuddy Bank Credit Card', 'Walmart BankBuddy Signature', 'Uber BankBuddy Credit Card']","['construction loan', 'car loan']","['travel insurance', 'maternity insurance']","['savings account', 'securities account']"
C10061,Male,20-29,20,Ugandan,Silver,10,Gulu,Gulu,0,1,Married,1,Lawyer,Internship Legal Officer,0,0,0,1,1,0,1656089,508,1,3,24,3,27,1,Gym,Train,Ecommerce,18,12,6,52394,34255,26878,59,195999,284767,500709,693742,7,13,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'furniture loan', 'car loan']",['travel insurance'],"['savings account', 'salary account']"
C10062,Female,20-29,29,Ugandan,Silver,15,Mukono Town,Mukono,0,0,Single,0,Lawyer,Clerkship,0,0,1,0,0,0,1688813,629,3,1,1,27,3,2,Ecommerce,Fuel,Bills,30,27,18,70513,51465,42772,37,208861,213502,515871,699030,4,24,3,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']","['education loan', 'furniture loan']","['travel insurance', 'device cover insurance']","['savings account', 'salary account', 'fixed deposit']"
C10063,Male,>60,76,Ugandan,Private,0,Mubende,Mubende,0,0,Widowed,1,Lawyer,Magistrate Grade,0,0,1,1,1,0,1906546,861,3,3,45,39,15,2,Utilities,Golf,Hobby,27,15,9,429603,58306,42978,107,1113275,1263123,544207,1081457,8,11,11,"['Infinite Credit Card', 'Corporate Premium Credit Card', 'Superia Credit Card', 'Visa Signature Credit Card', 'Emirates BankBuddy Bank Platinum', 'All Miles Credit Card']",['health loan'],['senior health insurance'],"['savings account', 'fixed deposit']"
C10064,Male,40-49,43,Ugandan,Gold,13,Masindi,Masindi,1,0,Divorced,0,Lawyer,Private Practice,0,0,0,1,1,0,2838664,888,1,2,18,3,18,1,Utilities,Groceries,Hobby,18,9,6,385118,379188,369860,43,213098,1024608,1270764,1449534,5,19,4,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'SouthWest BankBuddy Bank Credit Card', 'Bankbuddy Women Credit Card']","['home loan', 'car loan', 'health loan']","['medical insurance', 'health insurance']","['savings account', 'salary account']"
C10065,Male,40-49,48,Other,Silver,5,Njeru,Buikwe,0,1,Married,2,Lawyer,Self Employed,0,0,0,1,0,0,1450348,523,1,1,3,2,12,3,Entertainment,Groceries,Dining,18,18,18,71922,69898,60232,22,51516,470477,437218,463975,8,19,1,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'car loan', 'health loan']","['travel insurance', 'medical insurance']","['salary account', 'securities account']"
C10066,Female,<20,19,Ugandan,Gold,10,Mukono Town,Mukono,0,0,Single,0,Lawyer,Law Student,1,0,1,1,0,0,45371,418,6,3,3,3,3,3,Dining,International Airlines,Transport,12,12,12,51848,40781,32085,21,416867,453252,205472,380347,1,5,1,"['SouthWest BankBuddy Bank Credit Card', 'Walmart BankBuddy Signature', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['laptop loan', 'education loan']","['device cover insurance', 'education insurance']","['savings account', 'term account']"
C10067,Male,50-59,57,Ugandan,Silver,9,Kira Town,Wakiso,1,0,Divorced,2,Lawyer,Judge,0,0,0,0,1,1,1667528,595,2,2,30,2,1,30,Golf,Bills,Travel,15,9,6,88479,59828,20238,67,182803,348344,323267,961278,5,16,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']",['health loan'],"['senior health insurance', 'health insurance', 'retirement insurance']","['savings account', 'term account', 'fixed deposit']"
C10068,Male,<20,18,Ugandan,Silver,2,Hoima,Hoima,0,0,Single,0,Lawyer,Law Student,1,0,0,1,1,1,13017,233,6,2,6,2,12,6,Ecommerce,Travel,Entertainment,15,12,3,39738,27262,19206,34,87710,463124,39509,148371,3,5,3,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['student loan', 'education loan']","['travel insurance', 'education insurance']",['savings account']
C10069,Male,20-29,24,Ugandan,Gold,5,Hoima,Hoima,1,1,Single,2,Lawyer,Law Student,0,0,1,0,1,0,1218887,726,1,3,42,24,3,3,Transport,Gym,International Airlines,30,24,15,94905,91322,44907,76,512879,664279,396485,952497,7,15,7,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'Walmart BankBuddy Signature', 'Uber BankBuddy Credit Card']","['home loan', 'car loan']","['travel insurance', 'education insurance']","['savings account', 'term account', 'salary account']"
C10070,Male,50-59,54,Ugandan,Silver,10,Mbarara,Mbarara,1,0,Married,3,Lawyer,Private Practice,0,1,1,1,1,0,2357116,832,1,27,27,24,21,1,Dining,Travel,Home,18,9,9,84315,36331,34287,101,305699,330969,273719,762752,8,10,11,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['car loan', 'health loan']","['medical insurance', 'retirement insurance', 'health insurance']","['savings account', 'fixed deposit', 'securities account']"
C10071,Female,<20,16,Ugandan,Silver,8,Kampala,Kampala,0,0,Single,0,Lawyer,Law Student,0,0,0,1,1,0,14127,326,1,2,12,1,6,3,Travel,Ecommerce,Dining,9,9,6,38864,23982,17841,25,83203,205483,50324,421066,1,6,2,"['Freedom Credit Card', 'EasyEMI Card']","['student loan', 'education loan']","['device cover insurance', 'education insurance']",['savings account']
C10072,Female,40-49,49,Ugandan,Private,13,Mbale,Mbale,1,1,Single,0,Lawyer,Private Practice,0,0,1,0,0,0,1797014,754,2,3,1,21,1,1,Dining,Hobby,Travel,39,39,15,590187,493887,27624,29,444656,1142231,709781,1037084,7,18,2,"['Diners Club Privilege Credit Card', 'Corporate Premium Credit Card', 'Visa Signature Credit Card', 'Diners ClubMiles Credit Card', 'Diners Club Premium Credit Card']","['home loan', 'health loan']","['medical insurance', 'travel insurance']","['salary account', 'fixed deposit']"
C10073,Male,20-29,23,Ugandan,Private,10,Lugazi,Buikwe,1,0,Married,0,Lawyer,Internship Legal Officer,1,0,0,0,0,0,1604945,930,42,3,3,2,3,2,Dining,Home,Travel,24,24,15,103968,43200,18144,55,704442,872760,424071,1457873,7,16,4,"['Infinite Credit Card', 'Walmart BankBuddy Signature', 'Superia Credit Card', 'Visa Signature Credit Card', 'Emirates BankBuddy Bank Select Titanium']","['home loan', 'education loan', 'furniture loan']","['travel insurance', 'device cover insurance']","['savings account', 'salary account', 'securities account']"
C10074,Male,40-49,44,Ugandan,Silver,8,Mbale,Mbale,0,1,Divorced,1,Lawyer,Public Service,1,0,1,1,0,0,2126742,689,12,2,2,27,30,2,Hobby,Golf,Dining,15,9,9,89716,89650,66095,75,424859,454150,557113,805254,5,12,7,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'car loan', 'health loan']","['medical insurance', 'health insurance']","['salary account', 'securities account']"
C10075,Male,40-49,40,Ugandan,Silver,9,Kira Town,Wakiso,0,1,Divorced,2,Lawyer,Corporate,0,1,0,0,1,1,1821944,705,1,12,9,3,1,9,Utilities,Home,Golf,24,18,15,62505,46073,34529,35,169063,471206,856828,933481,5,18,3,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['home loan', 'car loan']",['medical insurance'],['salary account']
C10076,Female,40-49,41,Ugandan,Silver,9,Kampala,Kampala,1,1,Married,3,Lawyer,Private Practice,0,0,0,1,1,1,2017916,678,1,1,18,3,21,9,Groceries,Entertainment,Domestic Airlines,24,18,12,87449,82378,61432,53,56309,219270,343291,822093,6,10,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'furniture loan', 'health loan']","['medical insurance', 'health insurance']","['savings account', 'term account', 'securities account']"
C10077,Male,>60,61,Ugandan,Silver,10,Nansana,Wakiso,1,1,Widowed,2,Lawyer,Public Service,0,0,0,1,1,0,1464564,678,3,2,27,3,24,2,Hobby,Home,Bills,15,9,6,77279,49529,25062,61,242323,353841,460325,818253,6,11,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['home loan', 'health loan']","['medical insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'fixed deposit']"
C10078,Female,30-39,36,Ugandan,Silver,6,Kampala,Kampala,1,0,Single,2,Lawyer,Internship Legal Officer,0,0,1,1,0,1,1983854,800,1,2,2,24,24,12,Travel,Golf,Bills,21,15,15,63216,30487,30085,65,328022,430383,742378,765747,6,18,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'furniture loan']","['travel insurance', 'maternity insurance']","['savings account', 'term account', 'salary account']"
C10079,Male,50-59,52,Other,Silver,9,Gulu,Gulu,0,1,Divorced,1,Lawyer,C-Level Executive,0,0,0,0,0,0,1985718,639,2,2,3,2,3,2,Domestic Airlines,Utilities,Home,27,18,18,97447,42457,29716,14,139573,155356,360304,573902,8,18,0,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['retirement insurance', 'health insurance']","['term account', 'fixed deposit']"
C10080,Male,50-59,54,Ugandan,Silver,9,Mubende,Mubende,1,1,Married,2,Lawyer,C-Level Executive,0,0,0,1,1,0,1396581,608,3,2,21,1,18,1,Golf,Utilities,Dining,15,9,6,54803,47709,32595,46,179907,248145,335953,658384,10,18,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'car loan']","['medical insurance', 'retirement insurance']","['term account', 'salary account', 'fixed deposit']"
C10081,Female,50-59,59,Ugandan,Silver,13,Mbale,Mbale,0,1,Married,1,Lawyer,Judge,0,1,0,1,1,0,1662714,651,1,30,21,1,18,3,Utilities,Dining,Hobby,21,18,18,91433,86555,39054,74,157642,333723,557479,595001,5,19,7,"['Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'senior health insurance']","['savings account', 'securities account']"
C10082,Female,<20,18,Ugandan,Gold,2,Mbale,Mbale,0,0,Single,0,Lawyer,Law Student,0,0,1,1,1,0,1806,639,2,1,21,3,15,1,Dining,Uber,Entertainment,12,6,6,72676,71449,62052,43,386905,615876,1572370,1933371,1,10,4,"['Emirates BankBuddy Bank Select Titanium', 'SouthWest BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['student loan', 'education loan']","['device cover insurance', 'education insurance']","['savings account', 'term account']"
C10083,Male,40-49,45,Ugandan,Gold,12,Mbale,Mbale,1,1,Divorced,0,Lawyer,Self Employed,0,0,0,1,0,0,2646326,690,3,3,1,3,18,3,Bills,International Airlines,Entertainment,21,9,9,143358,106723,43535,31,743676,1274400,1010108,1453716,6,16,2,"['Emirates BankBuddy Bank Platinum', 'Costco BankBuddy Credit Card']","['furniture loan', 'car loan', 'health loan']","['medical insurance', 'health insurance']","['salary account', 'securities account']"
C10084,Male,>60,69,Ugandan,Gold,9,Mityana,Mityana,0,1,Divorced,3,Lawyer,Magistrate Grade,0,0,0,1,1,0,4210143,657,2,2,12,2,27,3,International Airlines,Travel,Uber,24,12,9,92539,55458,50842,48,695903,1336481,784850,1127047,7,19,4,"['SouthWest BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'Walmart BankBuddy Signature', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium']",['health loan'],['senior health insurance'],"['savings account', 'fixed deposit']"
C10085,Male,>60,84,Ugandan,Silver,2,Kampala,Kampala,1,0,Divorced,3,Lawyer,Corporate,0,0,0,1,1,0,1937709,823,2,1,15,3,9,3,Entertainment,Hobby,Travel,24,12,9,59060,49155,23933,33,347588,381374,582288,663863,6,17,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']",['health loan'],"['senior health insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'securities account']"
C10086,Male,50-59,59,Ugandan,Silver,1,Hoima,Hoima,1,1,Widowed,2,Lawyer,Senior Legal Advisor,0,0,0,1,1,0,2505408,823,1,3,27,2,27,1,Hobby,Dining,Domestic Airlines,30,12,9,71565,48418,44220,61,214314,460771,903648,972503,5,20,6,"['MoneyBack Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']",['health loan'],"['medical insurance', 'senior health insurance', 'retirement insurance']","['savings account', 'salary account', 'securities account']"
C10087,Female,30-39,30,Ugandan,Silver,1,Mityana,Mityana,1,0,Married,2,Lawyer,Internship Legal Officer,1,0,0,0,1,0,2445179,719,9,1,27,1,2,1,Dining,Domestic Airlines,Bills,21,12,12,51835,48335,44025,41,292607,327029,709100,981904,6,14,4,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['construction loan', 'furniture loan', 'car loan']",['maternity insurance'],"['savings account', 'securities account']"
C10088,Male,20-29,22,Ugandan,Silver,9,Kampala,Kampala,1,0,Married,1,Lawyer,Clerkship,0,0,1,1,1,0,2106086,654,2,2,24,9,27,3,Travel,Groceries,Ecommerce,21,9,9,65490,31413,28736,67,361967,492743,533686,720236,5,29,6,"['EasyEMI Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['car loan', 'education loan', 'furniture loan']","['travel insurance', 'maternity insurance']",['salary account']
C10089,Male,40-49,48,Ugandan,Silver,9,Ssabagabo,Wakiso,1,1,Married,3,Lawyer,Self Employed,0,1,1,0,1,1,2314169,735,2,27,24,27,1,12,Home,Entertainment,Groceries,15,9,6,73905,38135,21038,93,85475,476038,131826,755934,5,17,10,"['Best Price Save Smart Credit Card', 'Freedom Credit Card']","['furniture loan', 'health loan']","['medical insurance', 'travel insurance']","['savings account', 'term account', 'securities account']"
C10090,Female,20-29,22,Ugandan,Gold,2,Lugazi,Buikwe,1,1,Single,1,Lawyer,Clerkship,0,1,0,0,0,0,2600837,831,1,15,3,1,1,1,Hotels,Dining,Bills,21,9,9,108929,98150,34627,22,130570,644154,166800,402938,4,29,1,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'Bankbuddy Women Credit Card', 'Uber BankBuddy Credit Card']","['home loan', 'education loan']","['travel insurance', 'maternity insurance']","['term account', 'salary account']"
C10091,Male,20-29,22,Ugandan,Silver,10,Mbale,Mbale,0,0,Single,0,Lawyer,Clerkship,0,1,0,0,1,0,340954,608,2,15,18,3,2,1,Train,Gym,Domestic Airlines,18,9,6,77976,74360,34822,41,239282,475876,487228,808547,6,15,3,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['home loan', 'education loan']","['travel insurance', 'device cover insurance']","['term account', 'salary account']"
C10092,Female,<20,17,Ugandan,Gold,9,Masindi,Masindi,0,1,Single,0,Lawyer,Law Student,0,0,0,0,1,0,9941,423,3,2,30,1,2,1,Food,Domestic Airlines,International Airlines,15,9,6,93732,67773,40227,39,980712,983081,1396572,1967261,5,6,3,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Select Titanium', 'SouthWest BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card']","['student loan', 'education loan']","['device cover insurance', 'education insurance']","['savings account', 'no minimum balance account']"
C10093,Female,30-39,38,Ugandan,Silver,10,Hoima,Hoima,1,1,Divorced,2,Lawyer,Advocate of High Court,0,1,0,1,0,1,1063548,758,1,27,1,1,9,15,Groceries,Golf,Dining,15,12,12,78220,39394,35062,54,273039,360334,386506,660458,7,18,5,"['MoneyBack Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'All Miles Credit Card']","['furniture loan', 'car loan']","['device cover insurance', 'maternity insurance']","['savings account', 'salary account', 'fixed deposit']"
C10094,Male,<20,19,Ugandan,Gold,10,Mbale,Mbale,1,0,Single,0,Lawyer,Law Student,0,0,1,1,1,0,38476,434,3,3,30,12,9,1,Airlines,Food,Dining,15,12,9,62627,51910,50526,58,738432,788278,825513,1320353,4,5,5,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Select Titanium', 'Emirates BankBuddy Bank Platinum', 'SouthWest BankBuddy Bank Credit Card']","['student loan', 'education loan']",['education insurance'],"['savings account', 'term account']"
C10095,Female,<20,16,Ugandan,Silver,9,Lugazi,Buikwe,0,0,Single,0,Lawyer,Law Student,1,0,0,0,1,0,30508,135,12,1,15,2,2,3,Ecommerce,Travel,Dining,12,12,9,38197,25791,13236,35,25533,372484,99045,483929,1,7,3,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['student loan', 'education loan']","['travel insurance', 'education insurance']",['savings account']
